MaCk,EPS,PE,PB,ROA,ROE,TangTruongDoanhThuThuan,TangTruongLoiNhuanGop,TangTruongTongTaiSan
GPC,104.0,28.86,0.27,6.314.392.554.422.040,819.215.693.141.011,-9.92,-4.77,21.1
GQN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSM,2444.0,9.82,1.35,9.153.549.073.863.590,1.371.496.476.732.770,26.0,68.52,4.48
GSP,1717.0,8.3,01.03,5.954.276.398.764.380,11.800.778.497.386.800,27.3,23.73,11.08
GTA,870.0,11.95,0.63,26.760.739.952.499.000,53.131.069.377.843.300,4.89,24.02,-5.44
GTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTS,1148.0,9.5,0.95,30.758.607.234.608.200,9.982.947.917.991.560,16.58,-4.89,-5.37
GTT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GVR,1053.0,28.81,02.07,6.108.670.362.183.200,8.708.061.340.891.410,18.59,39.2,07.02
GVT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAC,95.0,107.86,1.12,9.931.760.419.446.100,10.384.765.964.693.000,-39.88,-55.04,1.86
HAD,1577.0,10.15,0.87,6.631.933.723.192.350,8.535.183.142.655.040,3.23,12.86,1.64
HAF,-769.0,-22.63,1.73,-59.797.673.955.154.200,-1.154.302.765.805.310,1.65,33.55,26.16
HAG,992.0,12.15,1.39,4.726.707.967.007.610,11.490.823.569.106.000,-11.62,68.29,6.94
HAH,5712.0,8.67,1.51,10.977.782.441.222.000,20.148.239.705.962.400,52.8,107.29,36.02
HAI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAN,381.0,26.22,0.86,10.512.890.943.928.600,4.127.607.207.286.880,-12.39,-11.14,-4.9
HAP,104.0,42.75,0.38,931.730.544.185.763,10.192.281.617.469.500,40.02,60.55,11.82
HAR,103.0,32.71,0.3,9.127.549.149.784.750,915.646.960.938.613,-2.5,-5.47,0.78
HAS,-1269.0,-6.15,0.47,-576.255.080.228.724,-7.701.138.156.067.940,-40.02,-54.87,-19.72
HAT,6124.0,6.84,1.69,8.922.717.577.357.230,24.693.146.591.872.600,9.33,12.45,09.06
HAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAX,1219.0,13.9,1.22,8.456.916.919.533.700,13.655.616.486.769.800,38.46,84.84,19.98
HBC,2730.0,2.31,1.32,5.591.104.072.749.260,5.140.049.146.306.060,-15.42,23.84,-0.1
HBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HBH,10.0,551.02,0.51,5.326.973.180.304.070,9.230.549.118.326.490,0.77,-15.73,11.47
HBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HBS,170.0,36.43,0.56,15.250.003.769.640.300,15.438.517.407.533.600,-35.43,-46.78,-13.18
HBW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HC3,1757.0,15.93,0.83,49.418.294.889.763.600,522.275.828.825.332,27.0,24.2,-1.5
HCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCC,1926.0,6.54,0.96,865.034.475.725.919,1.470.158.425.690.210,28.49,41.55,10.6
HCD,825.0,10.71,0.68,3.721.035.836.545.600,6.327.484.960.811.320,-4.79,-20.2,5.32
HCI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCM,1579.0,18.62,02.03,3.317.380.578.221.200,9.954.623.233.587.870,47.3,42.52,74.98
HCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCT,115.0,115.18,0.69,5.561.195.585.148.350,60.205.197.580.431.400,-45.02,10.41,-3.39
HD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD6,3575.0,3.5,0.46,10.269.199.815.902.200,2.044.373.850.447.330,145.51,85.23,-35.77
HD8,187.0,43.36,0.73,1.087.925.030.178.400,16.748.442.827.578.300,55.24,2.72,-7.35
HDA,506.0,7.52,0.3,3.126.493.297.763.140,4.599.909.466.669.870,19.09,28.3,9.64
HDB,4352.0,5.86,1.57,18.999.358.488.006.300,233.824.079.180.619,0.0,0.0,15.77
HDBS,3590.0,0.0,0.0,6.825.464.200.271.420,21.465.377.682.848.300,10.44,141.24,199.46
HDC,425.0,58.91,1.97,13.480.250.271.110.400,28.945.203.912.062.300,-17.89,-25.92,3.77
HDG,1793.0,15.89,1.25,54.036.340.548.649.700,9.800.684.329.863.920,-5.89,-7.78,-3.48
HDM,5438.0,5.99,1.59,9.615.339.408.209.010,2.644.863.263.328.800,06.03,8.37,-5.76
HDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDW,1447.0,9.26,0.93,5.066.252.207.122.480,1.006.609.861.591.250,4.82,-1.58,-4.48
HEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEV,33.0,671.7,1.7,15.374.560.185.693.100,2.527.149.553.000.500,58.76,36.74,54.59
HFB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HFT,526.0,0.0,0.44,15.116.336.041.298.200,3.291.417.474.127.340,25.47,32.88,32.68
HFX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HGM,15341.0,15.04,8.42,43.659.282.377.396.400,5.368.479.670.801.730,110.86,194.49,77.74
HGT,3151.0,3.24,1.0,24.810.856.191.649.800,3.078.615.850.628.070,12.51,-8.99,19.83
HGW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHC,3065.0,42.61,3.31,52.982.103.093.091.100,7.776.888.761.974.870,-10.29,-0.52,-45.74
HHG,-947.0,-1.69,0.65,-18.802.675.311.976.900,-3.826.246.574.766.800,-33.58,-181.14,-14.64
HHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHP,232.0,35.58,0.69,8.185.411.424.162.380,22.885.307.130.497.900,68.61,-15.58,38.87
HHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHS,1032.0,7.19,0.56,6.728.853.716.399.590,7.604.231.968.593.790,55.83,57.45,17.19
HHV,974.0,11.97,0.73,12.195.789.569.304.500,43.385.766.785.310.800,23.19,24.4,5.5
HID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HII,34.0,129.94,0.34,926.875.590.584.393,18.399.245.412.936.300,-8.57,30.37,1.87
HIO,1004.0,9.46,0.79,4.170.027.776.239.320,8.302.276.762.461.320,-3.83,-3.36,-7.48
HIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HJC,1093.0,5.3,0.41,4.364.798.800.198.530,7.690.983.666.040.960,40.05,32.42,23.84
HJS,2245.0,15.59,2.28,12.966.566.929.908.700,14.654.905.531.913.600,-6.07,-11.86,0.02
HKB,-1137.0,-0.53,0.35,-21.951.747.267.810.200,-6.742.001.244.440.450,-3.83,-43.98,-16.16
HKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HKP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HKT,140.0,58.86,0.7,933.625.437.508.361,1.195.822.248.051.480,-46.59,1621.64,-24.3
HLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLC,3176.0,3.89,0.75,5.011.233.470.937.510,1.918.098.678.275.540,-4.32,-14.54,-28.61
HLD,201.0,82.6,1.23,2.024.568.491.539.460,9.576.292.039.537.550,113.93,5.66,241.28
HLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLG,998.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
HLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLY,-10081.0,-1.64,-0.38,-3.958.615.723.444.830,0.0,-85.55,-100.27,-17.77
HMC,939.0,13.58,0.86,1.884.974.471.052.090,6.338.765.916.982.000,35.77,11.19,6.23
HMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMH,1402.0,10.13,0.83,7.302.584.077.149.390,8.263.585.817.051.650,34.21,71.91,11.33
HMR,1075.0,10.51,0.82,6.606.561.380.751.610,7.773.310.899.705.880,-21.69,-0.38,-8.93
HMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNA,1119.0,22.35,1.82,657.268.998.914.597,8.129.808.670.724.950,5.1,3.6,14.98
HNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HND,844.0,15.29,1.1,5.904.561.079.606.360,716.538.179.470.279,-3.55,-8.78,-8.67
HNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNF,5933.0,5.11,1.31,8.618.028.762.611.400,25.667.228.564.703.900,12.21,33.43,10.52
HNG,-1152.0,-5.3,4.12,-7.643.882.457.902.940,-7.780.224.456.113.270,-18.77,-204.55,18.48
HNI,3354.0,7.15,1.25,10.426.995.471.810.600,17.495.462.724.317.500,35.95,16.0,17.75
HNM,666.0,14.56,0.91,48.846.716.581.591.800,621.839.510.639.328,2.23,-5.99,-11.38
HNP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNR,-421.0,-28.5,0.69,-22.735.871.706.099.400,-24.240.314.330.434.800,11.24,31.8,-1.48
HNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOM,-930.0,-3.98,0.31,-5.404.404.536.451.200,-7.770.474.818.161.680,-1.63,-21.7,-14.83
HOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPD,2426.0,8.95,1.45,11.880.717.399.288.100,1.617.249.066.250.740,-14.97,-27.99,1.66
HPG,1951.0,13.66,1.49,5.354.375.154.410.150,10.484.332.991.023.700,16.73,42.97,19.55
HPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPI,1010.0,18.01,2.59,2.533.975.381.132.990,1.436.046.626.192.540,62.32,343.33,-2.38
HPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPW,1381.0,12.46,1.17,53.331.711.580.092.500,10.167.918.203.124.600,13.85,7.41,-0.56
HPX,200.0,23.37,0.39,8.410.044.797.923.500,17.822.492.391.818.600,-3.83,80.24,-7.12
HQC,59.0,53.37,0.33,3.215.880.356.836.900,6.009.133.969.417.930,-65.76,75.43,38.87
HRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRC,2171.0,18.89,02.04,7.734.218.929.865.470,10.797.265.384.336.600,16.98,380.2,3.54
HRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRS,773.0,0.0,0.0,4.467.562.540.947.720,45.760.132.108.209.300,-22.02,-25.83,4.3
HSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSG,834.0,22.12,01.05,26.305.016.236.167.300,4.714.454.006.208.270,24.08,39.31,12.67
HSI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSL,196.0,20.79,0.35,15.239.445.791.059.000,1.601.753.130.383.160,-64.27,-40.34,-2.19
HSM,-3485.0,-1.55,0.29,-6.565.163.640.841.290,-20.869.734.238.934.000,-14.13,12.36,-18.14
HSP,2004.0,5.99,0.73,10.535.204.607.975.100,1.223.709.775.494.690,-0.5,20.88,2.67
HSSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSV,259.0,15.09,0.35,10.070.516.969.985.000,23.492.574.555.232.500,34.41,-20.36,23.38
HT1,170.0,68.73,0.91,792.694.865.181.335,13.355.822.926.143.400,-2.34,6.84,-4.65
HTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTC,1858.0,16.79,1.77,5.093.712.102.924.000,10.116.594.478.175.600,-2.63,1.4,0.84
HTE,71.0,53.42,0.37,4.758.680.229.993.740,6.946.534.347.381.540,135.34,66.18,-2.64
HTG,7802.0,6.15,1.87,966.654.737.681.134,30.573.107.292.289.100,8.57,37.04,16.53
HTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTI,2556.0,6.42,0.81,4.231.414.269.050.760,12.641.235.361.782.500,11.24,-13.07,8.24
HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTL,2234.0,13.1,1.91,10.088.912.796.462.500,14.600.748.451.198.900,-24.72,-25.83,-40.73
HTM,-110.0,-100.45,01.09,-788.872.700.303.323,-11.048.334.019.540.900,63.48,262.3,-4.89
HTN,206.0,49.49,0.59,24.063.088.759.149.400,11.991.756.989.154.900,-57.47,-63.98,0.35
HTP,-1224.0,-2.29,0.13,-35.205.684.003.381.700,-11.822.988.767.588.500,-98.51,-100.77,1.63
HTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTT,-373.0,-4.02,0.26,-3.729.392.114.585.330,-6.415.808.977.756.520,-25.53,-51.64,-2.89
HTU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTV,699.0,13.59,0.38,2.339.549.756.402.890,28.041.083.583.430.300,-7.16,26.68,-2.55
HTW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HU1,306.0,17.99,0.39,45.552.034.839.670.200,22.087.215.499.707.200,08.07,-1.7,8.29
HU3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HU4,926.0,14.8,01.01,19.761.143.617.033.300,6.818.348.767.483.390,441.26,935.96,-3.15
HU6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUB,2433.0,7.48,0.78,6.979.780.935.171.360,1.102.327.343.886.830,-12.95,-19.79,3.24
HUG,3293.0,10.39,2.41,10.579.456.394.490.300,23.164.866.486.534.000,-5.29,0.86,-5.2
HUT,152.0,104.13,1.22,9.735.350.018.306.050,24.571.496.038.516.400,179.08,167.32,9.1
HUX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HVA,540.0,11.68,0.58,4.868.415.628.294.850,4.991.082.581.215.030,-55.34,1311.15,7.52
HVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HVG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HVH,744.0,13.08,0.72,44.092.116.600.198.600,55.491.690.169.981.900,56.93,48.48,4.96
HVN,3108.0,9.22,-6.32,1.251.623.104.011.010,0.0,15.56,255.83,0.6
HVS,-223.0,0.0,0.0,-10.242.913.871.367.600,-11.146.185.245.905.400,-1.42,-48.01,-3.08
HVT,7665.0,14.86,2.75,9.969.285.866.049.910,184.872.634.051.858,15.28,29.47,11.96
HVX,-1063.0,-2.45,0.32,-7.312.518.487.083.540,-132.197.315.658.878,-32.06,-140.56,-12.04
HWS,1544.0,10.95,1.32,677.016.093.967.551,12.046.189.078.466.100,6.72,12.12,-1.98
I10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICF,22.0,156.28,0.51,14.826.659.936.063.000,3.267.057.615.673.340,-7.17,-8.78,-3.29
ICG,20.0,366.07,0.46,6.855.052.368.251.040,1.299.032.993.000.680,1174.39,609.75,-2.08
ICI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICN,16074.0,3.89,3.11,1.803.658.536.913.850,5.910.085.295.185.140,177.1,339.07,8.45
ICT,995.0,13.72,0.67,21.667.398.706.840.000,4.874.288.321.977.430,5.12,12.66,2.57
IDC,6074.0,9.21,2.55,12.729.668.408.784.600,33.198.964.774.498.000,22.24,37.73,06.09
IDI,243.0,33.89,0.65,77.442.833.259.665.100,2.079.767.742.376.790,-1.17,6.52,13.3
IDJ,527.0,11.2,0.48,21.509.063.962.929.400,4.258.907.168.872.260,-17.1,-11.61,-9.32
IDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDP,14190.0,16.88,4.32,1.199.553.827.699.330,25.569.069.574.112.300,15.08,15.46,39.14
IDV,3873.0,9.81,1.56,7.135.979.748.086.630,15.338.636.459.431.700,-28.97,-10.55,3.53
IFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFS,1984.0,13.35,1.89,11.713.054.059.146.000,14.180.776.415.009.600,5.61,0.86,0.73
IHK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IJC,1030.0,13.44,01.01,4.524.056.196.525.550,6.885.003.703.826.140,-31.7,-29.43,22.69
IKH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILA,1.0,3511.65,0.44,2.587.668.035.922.510,45.221.993.124.403.300,133.19,263.96,-8.49
ILB,3974.0,8.66,1.47,6.501.885.477.451.080,17.943.973.024.787.200,-7.27,-8.9,0.06
ILC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILS,129.0,114.2,1.55,8.955.035.046.808.730,18.469.699.168.242.800,2.93,-1.71,9.69
IME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMP,3373.0,13.93,3.32,1.281.002.004.361.860,14.697.429.150.776.200,10.59,5.55,4.69
IMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INC,144.0,203.34,2.54,7.871.591.770.932.290,12.506.021.698.889.200,-12.76,-29.16,-1.62
ING,-1726.0,-4.75,-2.97,-13.116.359.514.130.000,0.0,0.0,-100.0,1.23
INN,6348.0,8.59,1.36,9.445.624.305.606.670,15.810.485.422.543.000,15.3,13.54,10.75
IPA,1955.0,06.09,0.56,55.095.272.750.274.000,1.060.284.666.187.220,61.31,106.01,-1.86
IPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRC,789.0,11.03,0.81,6.800.920.789.773.240,7.312.263.124.193.990,27.27,-104.26,3.6
IRS,301.0,0.0,0.0,27.027.170.556.153.900,2.832.516.873.450.940,39.5,183.22,06.07
ISC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISH,1693.0,15.47,1.98,12.031.691.843.246.700,12.794.937.508.251.500,-15.21,-18.53,-5.18
IST,5126.0,07.08,2.29,1.250.459.657.876.010,27.543.940.037.172.100,9.16,13.69,13.84
ITA,121.0,19.37,0.21,9.141.784.604.854.150,1.080.513.671.678.220,-33.68,-35.39,4.53
ITC,373.0,29.2,0.45,8.465.414.366.922.960,14.750.610.620.577.100,8.81,-14.07,-2.41
ITD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITQ,33.0,78.99,0.25,19.339.901.793.052.300,31.519.928.638.673.500,02.02,-7.76,4.9
ITS,140.0,27.91,0.36,16.057.920.891.722.300,12.608.906.519.890.900,22.18,-11.47,16.76
IVS,247.0,42.13,0.93,18.847.070.045.109.400,22.166.652.670.689.100,-7.17,-17.26,18.62
JOS,-2626.0,-0.38,-0.05,-19.018.170.172.072.700,0.0,-57.77,-542.27,-5.45
JSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JSI,78.0,0.0,0.0,6.830.508.485.090.130,6.908.063.771.469.380,-16.09,-36.18,0.67
JVC,461.0,8.25,0.78,6.278.451.968.870.350,9.412.812.757.697.220,6.29,9.31,20.35
KAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAFI,407.0,0.0,0.0,12.686.401.594.202.100,3.863.538.655.579.260,97.27,76.33,145.94
KBC,555.0,48.99,01.01,10.273.084.945.233.600,222.359.810.303.956,-50.6,-65.27,33.89
KBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KBT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDC,130.0,450.69,2.37,5.134.530.051.785.230,9.510.437.045.249.450,-3.68,-0.85,6.72
KDH,936.0,38.59,1.88,26.113.767.742.364.000,4.128.812.830.658.080,57.04,9.68,16.13
KDM,185.0,86.15,1.56,1.716.496.811.230.470,17.377.931.528.813.600,-52.25,-34.53,-0.35
KGM,206.0,34.01,0.67,5.050.382.542.611.530,19.742.875.725.390.100,1.86,-7.74,-1.97
KGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHG,126.0,43.98,0.48,8.600.580.614.484.070,10.860.076.976.908.500,-6.26,63.78,3.18
KHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHP,965.0,13.83,1.15,25.522.365.320.420.000,8.135.249.894.252.440,14.72,0.51,-2.58
KHS,2123.0,6.36,0.73,3.459.052.184.693.590,7.615.479.776.261.140,-6.64,99.69,0.57
KHW,3063.0,10.09,2.23,14.260.347.410.729.900,22.056.636.578.755.200,12.84,36.16,13.32
KIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIS,1179.0,0.0,0.0,33.008.558.294.945.700,7.722.631.205.873.530,-0.26,8.34,36.22
KKC,1395.0,4.3,0.66,9.261.057.669.619.010,15.271.741.366.866.900,-14.16,-23.78,12.13
KLB,2455.0,4.64,0.62,9.628.226.649.401.770,13.436.797.118.283.300,0.0,0.0,5.98
KLF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KMR,129.0,25.29,0.29,8.496.041.403.628.850,11.291.272.764.632.700,-16.62,-15.14,-2.17
KMT,1089.0,8.91,0.69,13.518.652.186.807.600,773.189.433.653.482,16.42,9.9,-0.98
KOS,120.0,319.59,3.57,5.434.340.205.698.840,11.287.742.968.326.400,9.36,16.22,1.88
KPF,-4549.0,-0.36,0.19,-520.237.066.639.645,-5.368.880.721.740.300,-100.0,-100.0,-33.99
KSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,502.0,36.94,0.8,1.070.633.731.647.660,19.902.123.370.861.500,-24.09,-25.69,15.21
KSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSD,-84.0,-55.91,0.47,-8.254.364.234.342.780,-8.411.880.286.670.870,-11.4,181.89,-7.4
KSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSF,2268.0,17.85,1.76,37.700.894.742.056.700,11.271.219.965.266.000,345.31,319.32,12.89
KSH,-1.0,-443.37,0.05,-1.034.704.520.693.040,-1.034.834.571.729.340,0.0,0.0,-4.62
KSK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSQ,-148.0,-20.23,0.34,-14.305.789.235.745.400,-16.800.230.310.018.600,123.23,59.02,-1.41
KSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KST,1728.0,7.64,01.02,4.748.965.775.377.080,13.319.216.764.531.700,151.76,62.26,-12.72
KSV,6145.0,17.41,5.42,12.257.074.387.734.600,29.647.938.045.361.700,11.24,124.82,2.11
KTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KTC,705.0,15.89,0.99,19.470.954.436.727.700,6.266.100.801.594.050,-9.79,-9.15,1.83
KTL,2164.0,6.93,0.67,47.874.336.649.602.300,9.644.237.379.934.840,11.77,06.04,-7.36
KTS,6097.0,6.89,0.93,6.399.224.323.092.950,1.356.972.635.140.110,-49.06,-6.03,0.32
KTT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KTU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KTW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KVC,72.0,22.24,0.17,6.400.673.248.051.560,7.623.050.968.721.970,-25.27,-193.51,-0.96
KVS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L10,2816.0,7.25,0.71,1.998.058.649.962.290,9.748.848.098.915.780,2.39,21.79,8.86
L12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L14,556.0,65.07,2.62,27.554.917.910.502.700,4.030.502.649.564.440,01.06,230.61,-6.46
L18,5366.0,7.32,1.91,4.455.992.003.907.740,28.710.283.280.455.200,59.79,207.69,-8.36
L35,-457.0,-13.56,3.35,-8.229.505.458.588.980,-24.729.218.057.749.200,79.6,57.08,6.42
L40,11878.0,2.86,1.13,23.120.090.193.979.000,39.424.972.054.875.700,208.29,890.97,-0.87
L43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAF,3007.0,6.15,1.14,12.281.907.342.052.000,18.184.229.766.845.400,7.99,33.41,10.2
LAI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAS,1502.0,14.24,1.65,6.415.573.268.689.930,11.600.184.840.652.000,0.74,11.83,11.96
LAW,1675.0,16.72,1.83,5.975.401.903.965.540,10.921.004.733.881.800,17.18,38.63,8.86
